market,date_started,week_end_date,price_per_quintal,year,month
Bharthna APMC,2025-10-01,2025-10-08,1722.76,2025,10
Bharuasumerpur APMC,2025-10-01,2025-10-08,2298.57,2025,10
Bharwari APMC,2025-10-01,2025-10-08,,2025,10
Bhinga APMC,2025-10-01,2025-10-08,1946.9,2025,10
Bijnaur APMC,2025-10-01,2025-10-08,1952.69,2025,10
Bilsi APMC,2025-10-01,2025-10-08,1939.95,2025,10
Bindki APMC,2025-10-01,2025-10-08,2240.64,2025,10
Buland Shahr APMC,2025-10-01,2025-10-08,2137.97,2025,10
Chaandpur APMC,2025-10-01,2025-10-08,1500.0,2025,10
Chandausi APMC,2025-10-01,2025-10-08,1911.21,2025,10
Chandoli APMC,2025-10-01,2025-10-08,2182.72,2025,10
Charkhari APMC,2025-10-01,2025-10-08,,2025,10
Charra APMC,2025-10-01,2025-10-08,,2025,10
Chhibramau APMC,2025-10-01,2025-10-08,1969.9,2025,10
Chirgaon APMC,2025-10-01,2025-10-08,2230.0,2025,10
Chitwadagaon APMC,2025-10-01,2025-10-08,2122.92,2025,10
Chorichora APMC,2025-10-01,2025-10-08,2639.71,2025,10
Choubepur APMC,2025-10-01,2025-10-08,1897.21,2025,10
Chutmalpur APMC,2025-10-01,2025-10-08,1875.14,2025,10
Dadri APMC,2025-10-01,2025-10-08,2072.03,2025,10
Dankaur APMC,2025-10-01,2025-10-08,2146.78,2025,10
Deoband APMC,2025-10-01,2025-10-08,2000.0,2025,10
Devariya APMC,2025-10-01,2025-10-08,1987.06,2025,10
Dhanaura APMC,2025-10-01,2025-10-08,1200.0,2025,10
Dibiapur APMC,2025-10-01,2025-10-08,1609.52,2025,10
Divai APMC,2025-10-01,2025-10-08,1500.0,2025,10
Doharighat APMC,2025-10-01,2025-10-08,2726.92,2025,10
Dudhi APMC,2025-10-01,2025-10-08,3200.0,2025,10
Etah APMC,2025-10-01,2025-10-08,2154.88,2025,10
Etawah APMC,2025-10-01,2025-10-08,1745.4,2025,10
Faizabad APMC,2025-10-01,2025-10-08,2061.92,2025,10
Farukhabad APMC,2025-10-01,2025-10-08,1979.66,2025,10
Fatehabad APMC,2025-10-01,2025-10-08,1500.0,2025,10
Fatehpur APMC,2025-10-01,2025-10-08,2303.49,2025,10
Fatehpur Sikri APMC,2025-10-01,2025-10-08,,2025,10
Firozabad APMC,2025-10-01,2025-10-08,2133.39,2025,10
Gadaura APMC,2025-10-01,2025-10-08,2600.0,2025,10
Gangoh APMC,2025-10-01,2025-10-08,2175.0,2025,10
Gazipur APMC,2025-10-01,2025-10-08,2170.34,2025,10
Ghaziabad APMC,2025-10-01,2025-10-08,2078.51,2025,10
Ghiraur APMC,2025-10-01,2025-10-08,2123.64,2025,10
Golagokarnath APMC,2025-10-01,2025-10-08,2120.86,2025,10
Gonda APMC,2025-10-01,2025-10-08,2075.87,2025,10
Gopiganj APMC,2025-10-01,2025-10-08,2208.3,2025,10
Gorakhpur APMC,2025-10-01,2025-10-08,1969.17,2025,10
Gurusarai APMC,2025-10-01,2025-10-08,2253.61,2025,10
Haathras APMC,2025-10-01,2025-10-08,2141.19,2025,10
Hapur APMC,2025-10-01,2025-10-08,2132.3,2025,10
Hardoi APMC,2025-10-01,2025-10-08,2255.7,2025,10
Hasanpur APMC,2025-10-01,2025-10-08,1421.43,2025,10
Jafarganj APMC,2025-10-01,2025-10-08,,2025,10
Jagnair APMC,2025-10-01,2025-10-08,2347.83,2025,10
Jahangirabad APMC,2025-10-01,2025-10-08,2092.22,2025,10
Jalalabad APMC,2025-10-01,2025-10-08,1950.0,2025,10
Jalaun APMC,2025-10-01,2025-10-08,2071.71,2025,10
Jamanian APMC,2025-10-01,2025-10-08,1050.0,2025,10
Jasra APMC,2025-10-01,2025-10-08,2205.07,2025,10
Jasvantnagar APMC,2025-10-01,2025-10-08,1737.06,2025,10
Jaunpur APMC,2025-10-01,2025-10-08,2154.19,2025,10
Jayas APMC,2025-10-01,2025-10-08,2243.26,2025,10
Jhansi APMC,2025-10-01,2025-10-08,2250.0,2025,10
Jhijhank APMC,2025-10-01,2025-10-08,,2025,10
Kairana APMC,2025-10-01,2025-10-08,1617.39,2025,10
Kamlaganj APMC,2025-10-01,2025-10-08,2144.56,2025,10
Kannauj APMC,2025-10-01,2025-10-08,1834.31,2025,10
Kanpur(Grain) APMC,2025-10-01,2025-10-08,1958.31,2025,10
Karnailganj APMC,2025-10-01,2025-10-08,,2025,10
Karvi APMC,2025-10-01,2025-10-08,2200.0,2025,10
Kasganj APMC,2025-10-01,2025-10-08,2097.44,2025,10
Kayamganj APMC,2025-10-01,2025-10-08,1991.67,2025,10
Khaga APMC,2025-10-01,2025-10-08,2143.27,2025,10
Khair APMC,2025-10-01,2025-10-08,2503.12,2025,10
Khairagarh APMC,2025-10-01,2025-10-08,2207.89,2025,10
Khalilabad APMC,2025-10-01,2025-10-08,,2025,10
Khandhla APMC,2025-10-01,2025-10-08,2750.0,2025,10
Khekda APMC,2025-10-01,2025-10-08,2314.29,2025,10
Khurja APMC,2025-10-01,2025-10-08,2141.58,2025,10
Kiratpur APMC,2025-10-01,2025-10-08,2055.56,2025,10
Konch APMC,2025-10-01,2025-10-08,,2025,10
Kopaganj APMC,2025-10-01,2025-10-08,1520.83,2025,10
Kosikalan APMC,2025-10-01,2025-10-08,2084.79,2025,10
Lakhimpur APMC,2025-10-01,2025-10-08,2230.71,2025,10
Lalganj APMC,2025-10-01,2025-10-08,1900.0,2025,10
Lalitpur APMC,2025-10-01,2025-10-08,1892.45,2025,10
Lucknow APMC,2025-10-01,2025-10-08,2202.08,2025,10
Madhoganj APMC,2025-10-01,2025-10-08,2244.85,2025,10
Mahoba APMC,2025-10-01,2025-10-08,2265.29,2025,10
Maigalganj APMC,2025-10-01,2025-10-08,2469.05,2025,10
Mainpuri APMC,2025-10-01,2025-10-08,2107.44,2025,10
Manjhanpur APMC,2025-10-01,2025-10-08,2257.92,2025,10
Mathura APMC,2025-10-01,2025-10-08,2051.27,2025,10
Maudaha APMC,2025-10-01,2025-10-08,,2025,10
Mauranipur APMC,2025-10-01,2025-10-08,2186.47,2025,10
Mawana APMC,2025-10-01,2025-10-08,1387.5,2025,10
Meerut APMC,2025-10-01,2025-10-08,2202.43,2025,10
Mehmoodabad APMC,2025-10-01,2025-10-08,2230.72,2025,10
Milak APMC,2025-10-01,2025-10-08,1939.46,2025,10
Mirzapur APMC,2025-10-01,2025-10-08,2125.66,2025,10
Mohamadabad APMC,2025-10-01,2025-10-08,2054.57,2025,10
Mohammdi APMC,2025-10-01,2025-10-08,2033.09,2025,10
Moth APMC,2025-10-01,2025-10-08,2250.0,2025,10
Mugrabaadshahpur APMC,2025-10-01,2025-10-08,2167.31,2025,10
Muradabad APMC,2025-10-01,2025-10-08,1980.58,2025,10
Muradnagar APMC,2025-10-01,2025-10-08,3132.5,2025,10
Muskara APMC,2025-10-01,2025-10-08,2294.85,2025,10
Muzzafarnagar APMC,2025-10-01,2025-10-08,2320.0,2025,10
Naanpara APMC,2025-10-01,2025-10-08,,2025,10
Nagina APMC,2025-10-01,2025-10-08,1845.71,2025,10
Najibabad APMC,2025-10-01,2025-10-08,1550.0,2025,10
Naugarh APMC,2025-10-01,2025-10-08,2050.0,2025,10
Nautnava APMC,2025-10-01,2025-10-08,1872.0,2025,10
Nawabganj APMC,2025-10-01,2025-10-08,1982.89,2025,10
Noida APMC,2025-10-01,2025-10-08,2199.79,2025,10
Orai APMC,2025-10-01,2025-10-08,2093.02,2025,10
Paliakala APMC,2025-10-01,2025-10-08,,2025,10
Panchpedwa APMC,2025-10-01,2025-10-08,1700.0,2025,10
Parikshitgarh APMC,2025-10-01,2025-10-08,1355.56,2025,10
Partaval APMC,2025-10-01,2025-10-08,2014.16,2025,10
Payagpur APMC,2025-10-01,2025-10-08,2263.64,2025,10
Pilibhit APMC,2025-10-01,2025-10-08,1852.18,2025,10
Pratapgarh APMC,2025-10-01,2025-10-08,2211.11,2025,10
Pukharayan APMC,2025-10-01,2025-10-08,1936.22,2025,10
Puranpur APMC,2025-10-01,2025-10-08,1850.92,2025,10
Purwa APMC,2025-10-01,2025-10-08,,2025,10
Puwaha APMC,2025-10-01,2025-10-08,1912.23,2025,10
Raibareilly APMC,2025-10-01,2025-10-08,2304.09,2025,10
Rampur APMC,2025-10-01,2025-10-08,2005.72,2025,10
Rampurmaniharan APMC,2025-10-01,2025-10-08,2642.86,2025,10
Rasda APMC,2025-10-01,2025-10-08,2104.65,2025,10
Robertsganj APMC,2025-10-01,2025-10-08,2199.93,2025,10
Rudauli APMC,2025-10-01,2025-10-08,2126.59,2025,10
Rura APMC,2025-10-01,2025-10-08,,2025,10
Safdarganj APMC,2025-10-01,2025-10-08,2094.55,2025,10
Saharanpur APMC,2025-10-01,2025-10-08,2317.7,2025,10
Sahiyapur APMC,2025-10-01,2025-10-08,1805.48,2025,10
Salon APMC,2025-10-01,2025-10-08,2312.14,2025,10
Sambhal APMC,2025-10-01,2025-10-08,2237.33,2025,10
Samsabad APMC,2025-10-01,2025-10-08,1514.85,2025,10
Sandi APMC,2025-10-01,2025-10-08,2230.69,2025,10
Sandila APMC,2025-10-01,2025-10-08,2252.56,2025,10
Sardhana APMC,2025-10-01,2025-10-08,2275.0,2025,10
Sehjanwa APMC,2025-10-01,2025-10-08,3225.0,2025,10
Shadabad APMC,2025-10-01,2025-10-08,2433.33,2025,10
Shahabad(New Mandi) APMC,2025-10-01,2025-10-08,2267.56,2025,10
Shahaswan APMC,2025-10-01,2025-10-08,,2025,10
Shahganj APMC,2025-10-01,2025-10-08,2186.0,2025,10
Shahjahanpur APMC,2025-10-01,2025-10-08,1900.0,2025,10
Shahpur APMC,2025-10-01,2025-10-08,1458.75,2025,10
Shamli APMC,2025-10-01,2025-10-08,2265.19,2025,10
Shikohabad APMC,2025-10-01,2025-10-08,2100.0,2025,10
Sikanderabad APMC,2025-10-01,2025-10-08,,2025,10
Sikarpur APMC,2025-10-01,2025-10-08,1633.33,2025,10
Sirsa APMC,2025-10-01,2025-10-08,2326.09,2025,10
Sirsaganj APMC,2025-10-01,2025-10-08,1175.0,2025,10
Sitapur APMC,2025-10-01,2025-10-08,2225.6,2025,10
Siyana APMC,2025-10-01,2025-10-08,1650.0,2025,10
Sultanpur APMC,2025-10-01,2025-10-08,1940.64,2025,10
Tamkuhi road APMC,2025-10-01,2025-10-08,1437.79,2025,10
Tanda(Rampur) APMC,2025-10-01,2025-10-08,,2025,10
Thanabhavan APMC,2025-10-01,2025-10-08,2675.0,2025,10
Tikonia APMC,2025-10-01,2025-10-08,2500.0,2025,10
Tilhar APMC,2025-10-01,2025-10-08,1893.28,2025,10
Tulsipur APMC,2025-10-01,2025-10-08,2240.0,2025,10
Tundla APMC,2025-10-01,2025-10-08,2100.0,2025,10
Ujhani APMC,2025-10-01,2025-10-08,1934.77,2025,10
Unnao APMC,2025-10-01,2025-10-08,2275.65,2025,10
Uttaripura APMC,2025-10-01,2025-10-08,1924.88,2025,10
Varanasi APMC,2025-10-01,2025-10-08,,2025,10
Varanasi(F&V) APMC,2025-10-01,2025-10-08,2188.01,2025,10
Varipaal APMC,2025-10-01,2025-10-08,2500.0,2025,10
Vishalpur APMC,2025-10-01,2025-10-08,1854.21,2025,10
Viswan APMC,2025-10-01,2025-10-08,2236.34,2025,10
Wazirganj APMC,2025-10-01,2025-10-08,1957.75,2025,10
Average,2025-10-01,2025-10-08,2079.0,2025,10
Achalda APMC,2025-10-09,2025-10-15,2028.0,2025,10
Achnera APMC,2025-10-09,2025-10-15,1960.0,2025,10
Agra APMC,2025-10-09,2025-10-15,1954.66,2025,10
Ahirora APMC,2025-10-09,2025-10-15,,2025,10
Ajuha APMC,2025-10-09,2025-10-15,2151.63,2025,10
Akbarpur APMC,2025-10-09,2025-10-15,2022.75,2025,10
Aligarh APMC,2025-10-09,2025-10-15,2087.34,2025,10
Allahabad APMC,2025-10-09,2025-10-15,2218.9,2025,10
Amroha APMC,2025-10-09,2025-10-15,1855.83,2025,10
Anandnagar APMC,2025-10-09,2025-10-15,2557.69,2025,10
Anoop Shahar APMC,2025-10-09,2025-10-15,2305.56,2025,10
Anwala APMC,2025-10-09,2025-10-15,1967.35,2025,10
Atarra APMC,2025-10-09,2025-10-15,1850.0,2025,10
Auraiya APMC,2025-10-09,2025-10-15,2037.08,2025,10
Awagarh APMC,2025-10-09,2025-10-15,1900.0,2025,10
Azamgarh APMC,2025-10-09,2025-10-15,2054.55,2025,10
Bachranwa APMC,2025-10-09,2025-10-15,2252.31,2025,10
Badayoun APMC,2025-10-09,2025-10-15,1808.58,2025,10
Bagpat APMC,2025-10-09,2025-10-15,2200.0,2025,10
Bahraich APMC,2025-10-09,2025-10-15,1843.37,2025,10
Ballia APMC,2025-10-09,2025-10-15,2061.82,2025,10
Balrampur APMC,2025-10-09,2025-10-15,1835.78,2025,10
Banda APMC,2025-10-09,2025-10-15,1828.59,2025,10
Bangarmau APMC,2025-10-09,2025-10-15,2185.79,2025,10
Barabanki APMC,2025-10-09,2025-10-15,2049.15,2025,10
Baraut APMC,2025-10-09,2025-10-15,2004.5,2025,10
Bareilly APMC,2025-10-09,2025-10-15,1536.03,2025,10
Basti APMC,2025-10-09,2025-10-15,1910.38,2025,10
Bewar APMC,2025-10-09,2025-10-15,2200.0,2025,10
Bharthna APMC,2025-10-09,2025-10-15,2013.01,2025,10
Bharuasumerpur APMC,2025-10-09,2025-10-15,2119.11,2025,10
Bharwari APMC,2025-10-09,2025-10-15,,2025,10
Bhinga APMC,2025-10-09,2025-10-15,1838.09,2025,10
Bijnaur APMC,2025-10-09,2025-10-15,1863.94,2025,10
Bilsi APMC,2025-10-09,2025-10-15,1845.51,2025,10
Bindki APMC,2025-10-09,2025-10-15,2144.95,2025,10
Buland Shahr APMC,2025-10-09,2025-10-15,2048.88,2025,10
Chaandpur APMC,2025-10-09,2025-10-15,1500.0,2025,10
Chandausi APMC,2025-10-09,2025-10-15,1853.46,2025,10
Chandoli APMC,2025-10-09,2025-10-15,2000.12,2025,10
Charra APMC,2025-10-09,2025-10-15,,2025,10
Chhibramau APMC,2025-10-09,2025-10-15,1867.14,2025,10
Chirgaon APMC,2025-10-09,2025-10-15,1744.23,2025,10
Chitwadagaon APMC,2025-10-09,2025-10-15,2076.92,2025,10
Chorichora APMC,2025-10-09,2025-10-15,2946.51,2025,10
Choubepur APMC,2025-10-09,2025-10-15,1917.78,2025,10
Chutmalpur APMC,2025-10-09,2025-10-15,2007.14,2025,10
Dadri APMC,2025-10-09,2025-10-15,1962.92,2025,10
Dankaur APMC,2025-10-09,2025-10-15,2031.43,2025,10
Deoband APMC,2025-10-09,2025-10-15,1800.0,2025,10
Devariya APMC,2025-10-09,2025-10-15,1847.74,2025,10
Dhanaura APMC,2025-10-09,2025-10-15,1200.0,2025,10
Dibiapur APMC,2025-10-09,2025-10-15,1800.0,2025,10
Divai APMC,2025-10-09,2025-10-15,,2025,10
Doharighat APMC,2025-10-09,2025-10-15,2477.78,2025,10
Dudhi APMC,2025-10-09,2025-10-15,,2025,10
Etah APMC,2025-10-09,2025-10-15,1991.1,2025,10
Etawah APMC,2025-10-09,2025-10-15,2009.26,2025,10
Faizabad APMC,2025-10-09,2025-10-15,2104.57,2025,10
Farukhabad APMC,2025-10-09,2025-10-15,1867.23,2025,10
Fatehabad APMC,2025-10-09,2025-10-15,,2025,10
Fatehpur APMC,2025-10-09,2025-10-15,2130.32,2025,10
Fatehpur Sikri APMC,2025-10-09,2025-10-15,2036.67,2025,10
Firozabad APMC,2025-10-09,2025-10-15,1967.1,2025,10
Gadaura APMC,2025-10-09,2025-10-15,2472.73,2025,10
Gangoh APMC,2025-10-09,2025-10-15,2695.0,2025,10
Gazipur APMC,2025-10-09,2025-10-15,2103.06,2025,10
Ghaziabad APMC,2025-10-09,2025-10-15,2005.39,2025,10
Ghiraur APMC,2025-10-09,2025-10-15,1956.48,2025,10
Golagokarnath APMC,2025-10-09,2025-10-15,2065.29,2025,10
Gonda APMC,2025-10-09,2025-10-15,1805.68,2025,10
Gopiganj APMC,2025-10-09,2025-10-15,2144.83,2025,10
Gorakhpur APMC,2025-10-09,2025-10-15,1867.07,2025,10
Gurusarai APMC,2025-10-09,2025-10-15,1883.55,2025,10
Haathras APMC,2025-10-09,2025-10-15,2039.93,2025,10
Hapur APMC,2025-10-09,2025-10-15,2063.65,2025,10
Hardoi APMC,2025-10-09,2025-10-15,2182.13,2025,10
Hasanpur APMC,2025-10-09,2025-10-15,1850.0,2025,10
Jafarganj APMC,2025-10-09,2025-10-15,2200.0,2025,10
Jagnair APMC,2025-10-09,2025-10-15,2100.0,2025,10
Jahangirabad APMC,2025-10-09,2025-10-15,2029.82,2025,10
Jalalabad APMC,2025-10-09,2025-10-15,,2025,10
Jalaun APMC,2025-10-09,2025-10-15,2334.0,2025,10
Jamanian APMC,2025-10-09,2025-10-15,1383.33,2025,10
Jasra APMC,2025-10-09,2025-10-15,2182.16,2025,10
Jasvantnagar APMC,2025-10-09,2025-10-15,1983.25,2025,10
Jaunpur APMC,2025-10-09,2025-10-15,2008.38,2025,10
Jayas APMC,2025-10-09,2025-10-15,2185.8,2025,10
Jhansi APMC,2025-10-09,2025-10-15,1646.85,2025,10
Kairana APMC,2025-10-09,2025-10-15,1634.38,2025,10
Kamlaganj APMC,2025-10-09,2025-10-15,1850.0,2025,10
Kannauj APMC,2025-10-09,2025-10-15,1871.23,2025,10
Kanpur(Grain) APMC,2025-10-09,2025-10-15,1969.83,2025,10
Karvi APMC,2025-10-09,2025-10-15,2200.0,2025,10
Kasganj APMC,2025-10-09,2025-10-15,1906.25,2025,10
Kayamganj APMC,2025-10-09,2025-10-15,1880.43,2025,10
Khaga APMC,2025-10-09,2025-10-15,2063.29,2025,10
Khair APMC,2025-10-09,2025-10-15,2294.12,2025,10
Khairagarh APMC,2025-10-09,2025-10-15,2050.0,2025,10
Khalilabad APMC,2025-10-09,2025-10-15,1685.26,2025,10
Khandhla APMC,2025-10-09,2025-10-15,,2025,10
Khatauli APMC,2025-10-09,2025-10-15,,2025,10
Khekda APMC,2025-10-09,2025-10-15,2133.33,2025,10
Khurja APMC,2025-10-09,2025-10-15,2072.34,2025,10
Kiratpur APMC,2025-10-09,2025-10-15,2100.0,2025,10
Konch APMC,2025-10-09,2025-10-15,,2025,10
Kopaganj APMC,2025-10-09,2025-10-15,1433.33,2025,10
Kosikalan APMC,2025-10-09,2025-10-15,1972.92,2025,10
Lakhimpur APMC,2025-10-09,2025-10-15,2202.41,2025,10
Lalganj APMC,2025-10-09,2025-10-15,1900.0,2025,10
Lalitpur APMC,2025-10-09,2025-10-15,1865.33,2025,10
Lucknow APMC,2025-10-09,2025-10-15,2179.29,2025,10
Madhoganj APMC,2025-10-09,2025-10-15,2178.56,2025,10
Mahoba APMC,2025-10-09,2025-10-15,2244.34,2025,10
Maigalganj APMC,2025-10-09,2025-10-15,2645.24,2025,10
Mainpuri APMC,2025-10-09,2025-10-15,1926.83,2025,10
Manjhanpur APMC,2025-10-09,2025-10-15,2164.84,2025,10
Mathura APMC,2025-10-09,2025-10-15,1955.81,2025,10
Mauranipur APMC,2025-10-09,2025-10-15,1880.0,2025,10
Mawana APMC,2025-10-09,2025-10-15,1435.96,2025,10
Meerut APMC,2025-10-09,2025-10-15,2041.34,2025,10
Mehmoodabad APMC,2025-10-09,2025-10-15,2176.17,2025,10
Milak APMC,2025-10-09,2025-10-15,1859.95,2025,10
Mirzapur APMC,2025-10-09,2025-10-15,1962.65,2025,10
Mohamadabad APMC,2025-10-09,2025-10-15,1886.95,2025,10
Mohammdi APMC,2025-10-09,2025-10-15,1997.28,2025,10
Moth APMC,2025-10-09,2025-10-15,1831.27,2025,10
Mugrabaadshahpur APMC,2025-10-09,2025-10-15,2033.2,2025,10
Muradabad APMC,2025-10-09,2025-10-15,1863.33,2025,10
Muradnagar APMC,2025-10-09,2025-10-15,2660.64,2025,10
Muskara APMC,2025-10-09,2025-10-15,2166.3,2025,10
Muzzafarnagar APMC,2025-10-09,2025-10-15,2220.0,2025,10
Naanpara APMC,2025-10-09,2025-10-15,1800.0,2025,10
Nagina APMC,2025-10-09,2025-10-15,1971.01,2025,10
Najibabad APMC,2025-10-09,2025-10-15,1900.0,2025,10
Naugarh APMC,2025-10-09,2025-10-15,1921.76,2025,10
Nautnava APMC,2025-10-09,2025-10-15,1772.0,2025,10
Nawabganj APMC,2025-10-09,2025-10-15,1831.19,2025,10
Noida APMC,2025-10-09,2025-10-15,2136.06,2025,10
Orai APMC,2025-10-09,2025-10-15,2068.46,2025,10
Paliakala APMC,2025-10-09,2025-10-15,,2025,10
Panchpedwa APMC,2025-10-09,2025-10-15,1431.58,2025,10
Parikshitgarh APMC,2025-10-09,2025-10-15,1375.0,2025,10
Partaval APMC,2025-10-09,2025-10-15,1934.48,2025,10
Payagpur APMC,2025-10-09,2025-10-15,2109.52,2025,10
Pilibhit APMC,2025-10-09,2025-10-15,1783.26,2025,10
Pratapgarh APMC,2025-10-09,2025-10-15,2182.62,2025,10
Pukharayan APMC,2025-10-09,2025-10-15,1811.72,2025,10
Puranpur APMC,2025-10-09,2025-10-15,1780.89,2025,10
Purwa APMC,2025-10-09,2025-10-15,,2025,10
Puwaha APMC,2025-10-09,2025-10-15,1833.54,2025,10
Raibareilly APMC,2025-10-09,2025-10-15,2112.65,2025,10
Rampur APMC,2025-10-09,2025-10-15,1852.35,2025,10
Rampurmaniharan APMC,2025-10-09,2025-10-15,2500.0,2025,10
Rasda APMC,2025-10-09,2025-10-15,2022.85,2025,10
Robertsganj APMC,2025-10-09,2025-10-15,2009.42,2025,10
Rudauli APMC,2025-10-09,2025-10-15,2009.26,2025,10
Safdarganj APMC,2025-10-09,2025-10-15,2079.41,2025,10
Saharanpur APMC,2025-10-09,2025-10-15,2200.0,2025,10
Sahiyapur APMC,2025-10-09,2025-10-15,1805.78,2025,10
Salon APMC,2025-10-09,2025-10-15,1815.25,2025,10
Sambhal APMC,2025-10-09,2025-10-15,2250.0,2025,10
Samsabad APMC,2025-10-09,2025-10-15,1532.04,2025,10
Sandi APMC,2025-10-09,2025-10-15,2313.33,2025,10
Sandila APMC,2025-10-09,2025-10-15,2187.06,2025,10
Sardhana APMC,2025-10-09,2025-10-15,,2025,10
Sehjanwa APMC,2025-10-09,2025-10-15,1733.33,2025,10
Shadabad APMC,2025-10-09,2025-10-15,1933.33,2025,10
Shahabad(New Mandi) APMC,2025-10-09,2025-10-15,2184.76,2025,10
Shahaswan APMC,2025-10-09,2025-10-15,3000.0,2025,10
Shahganj APMC,2025-10-09,2025-10-15,2026.92,2025,10
Shahjahanpur APMC,2025-10-09,2025-10-15,1850.0,2025,10
Shahpur APMC,2025-10-09,2025-10-15,,2025,10
Shamli APMC,2025-10-09,2025-10-15,2199.79,2025,10
Shikohabad APMC,2025-10-09,2025-10-15,,2025,10
Sikanderabad APMC,2025-10-09,2025-10-15,,2025,10
Sikarpur APMC,2025-10-09,2025-10-15,1631.43,2025,10
Sirsa APMC,2025-10-09,2025-10-15,2300.0,2025,10
Sirsaganj APMC,2025-10-09,2025-10-15,1300.0,2025,10
Sitapur APMC,2025-10-09,2025-10-15,2185.48,2025,10
Siyana APMC,2025-10-09,2025-10-15,1779.63,2025,10
Sultanpur APMC,2025-10-09,2025-10-15,1975.07,2025,10
Tamkuhi road APMC,2025-10-09,2025-10-15,1493.26,2025,10
Thanabhavan APMC,2025-10-09,2025-10-15,2750.0,2025,10
Tikonia APMC,2025-10-09,2025-10-15,,2025,10
Tilhar APMC,2025-10-09,2025-10-15,1825.57,2025,10
Tulsipur APMC,2025-10-09,2025-10-15,1891.74,2025,10
Tundla APMC,2025-10-09,2025-10-15,1950.0,2025,10
Ujhani APMC,2025-10-09,2025-10-15,1854.02,2025,10
Unnao APMC,2025-10-09,2025-10-15,2200.87,2025,10
Uttaripura APMC,2025-10-09,2025-10-15,1921.56,2025,10
Varanasi APMC,2025-10-09,2025-10-15,,2025,10
Varanasi(F&V) APMC,2025-10-09,2025-10-15,2019.02,2025,10
Varipaal APMC,2025-10-09,2025-10-15,2263.33,2025,10
Vishalpur APMC,2025-10-09,2025-10-15,1781.3,2025,10
Viswan APMC,2025-10-09,2025-10-15,2196.94,2025,10
Wazirganj APMC,2025-10-09,2025-10-15,2026.8,2025,10
Yusufpur APMC,2025-10-09,2025-10-15,1550.0,2025,10
Average,2025-10-09,2025-10-15,1996.78,2025,10
Achalda APMC,2025-10-16,2025-10-23,2213.16,2025,10
Achnera APMC,2025-10-16,2025-10-23,1986.67,2025,10
Agra APMC,2025-10-16,2025-10-23,1999.38,2025,10
Ahirora APMC,2025-10-16,2025-10-23,,2025,10
Ajuha APMC,2025-10-16,2025-10-23,2007.91,2025,10
Akbarpur APMC,2025-10-16,2025-10-23,2056.38,2025,10
Aligarh APMC,2025-10-16,2025-10-23,2009.12,2025,10
Allahabad APMC,2025-10-16,2025-10-23,2032.35,2025,10
Amroha APMC,2025-10-16,2025-10-23,1943.93,2025,10
Anandnagar APMC,2025-10-16,2025-10-23,2489.23,2025,10
Anoop Shahar APMC,2025-10-16,2025-10-23,1921.05,2025,10
Anwala APMC,2025-10-16,2025-10-23,2000.0,2025,10
Atarra APMC,2025-10-16,2025-10-23,1850.0,2025,10
Auraiya APMC,2025-10-16,2025-10-23,2164.88,2025,10
Awagarh APMC,2025-10-16,2025-10-23,1900.0,2025,10
Azamgarh APMC,2025-10-16,2025-10-23,2067.46,2025,10
Bachranwa APMC,2025-10-16,2025-10-23,1880.26,2025,10
Badayoun APMC,2025-10-16,2025-10-23,1847.39,2025,10
Bagpat APMC,2025-10-16,2025-10-23,2200.0,2025,10
Bahraich APMC,2025-10-16,2025-10-23,2014.0,2025,10
Ballia APMC,2025-10-16,2025-10-23,2254.61,2025,10
Balrampur APMC,2025-10-16,2025-10-23,2027.78,2025,10
Banda APMC,2025-10-16,2025-10-23,2078.71,2025,10
Bangarmau APMC,2025-10-16,2025-10-23,2050.41,2025,10
Barabanki APMC,2025-10-16,2025-10-23,2126.14,2025,10
Baraut APMC,2025-10-16,2025-10-23,2021.88,2025,10
Bareilly APMC,2025-10-16,2025-10-23,1915.23,2025,10
Basti APMC,2025-10-16,2025-10-23,2058.94,2025,10
Bewar APMC,2025-10-16,2025-10-23,,2025,10
Bharthna APMC,2025-10-16,2025-10-23,2140.82,2025,10
Bharuasumerpur APMC,2025-10-16,2025-10-23,2108.43,2025,10
Bharwari APMC,2025-10-16,2025-10-23,,2025,10
Bhinga APMC,2025-10-16,2025-10-23,2185.46,2025,10
Bijnaur APMC,2025-10-16,2025-10-23,1944.71,2025,10
Bilsi APMC,2025-10-16,2025-10-23,1856.76,2025,10
Bindki APMC,2025-10-16,2025-10-23,2016.63,2025,10
Buland Shahr APMC,2025-10-16,2025-10-23,1990.51,2025,10
Chaandpur APMC,2025-10-16,2025-10-23,1477.78,2025,10
Chandausi APMC,2025-10-16,2025-10-23,1941.13,2025,10
Chandoli APMC,2025-10-16,2025-10-23,2087.05,2025,10
Charra APMC,2025-10-16,2025-10-23,3250.0,2025,10
Chhibramau APMC,2025-10-16,2025-10-23,2121.17,2025,10
Chirgaon APMC,2025-10-16,2025-10-23,1758.75,2025,10
Chitwadagaon APMC,2025-10-16,2025-10-23,2083.78,2025,10
Chorichora APMC,2025-10-16,2025-10-23,2853.57,2025,10
Choubepur APMC,2025-10-16,2025-10-23,2075.21,2025,10
Chutmalpur APMC,2025-10-16,2025-10-23,2072.46,2025,10
Dadri APMC,2025-10-16,2025-10-23,1926.27,2025,10
Dankaur APMC,2025-10-16,2025-10-23,1938.3,2025,10
Deoband APMC,2025-10-16,2025-10-23,1800.0,2025,10
